Scenario ID,Scenario Name,Symbol,Sector,Industry,Total Revenue,MarketCap,Imputed KPI Count,Imputed KPI Share
technology_revenue_25m,Technology companies with revenue >= $25M,AMPL,Technology,Software - Application,343214000.0,912420416.0,0,0.0
technology_revenue_25m,Technology companies with revenue >= $25M,AOSL,Technology,Semiconductors,696162000.0,1476725376.0,0,0.0
technology_revenue_25m,Technology companies with revenue >= $25M,API,Technology,Software - Application,141057000.0,359336576.0,0,0.0
technology_revenue_25m,Technology companies with revenue >= $25M,APLD,Technology,Information Technology Services,144193000.0,14188457984.0,0,0.0
technology_revenue_25m,Technology companies with revenue >= $25M,APPF,Technology,Software - Application,950822000.0,5628370944.0,0,0.0
technology_revenue_25m,Technology companies with revenue >= $25M,APPN,Technology,Software - Infrastructure,726937000.0,1618003200.0,0,0.0
technology_revenue_25m,Technology companies with revenue >= $25M,APPS,Technology,Software - Application,490506000.0,1014163904.0,0,0.0
technology_revenue_25m,Technology companies with revenue >= $25M,ARRY,Technology,Solar,1284141000.0,1424432384.0,0,0.0
technology_revenue_25m,Technology companies with revenue >= $25M,ASML,Technology,Semiconductor Equipment & Materials,32667300000.0,618892099584.0,1,0.125
technology_revenue_25m,Technology companies with revenue >= $25M,ASTS,Technology,Communication Equipment,70918000.0,51655499776.0,0,0.0
technology_revenue_25m,Technology companies with revenue >= $25M,ASUR,Technology,Software - Application,140541000.0,252685184.0,0,0.0
technology_revenue_25m,Technology companies with revenue >= $25M,ASYS,Technology,Semiconductor Equipment & Materials,79364000.0,313470304.0,0,0.0
technology_revenue_25m,Technology companies with revenue >= $25M,AUDC,Technology,Communication Equipment,245604000.0,247154592.0,0,0.0
technology_revenue_25m,Technology companies with revenue >= $25M,AVGO,Technology,Semiconductors,63887000000.0,2019714793472.0,0,0.0
technology_revenue_25m,Technology companies with revenue >= $25M,AVNW,Technology,Communication Equipment,434606000.0,230193056.0,1,0.125
technology_revenue_25m,Technology companies with revenue >= $25M,AVPT,Technology,Software - Infrastructure,419497000.0,2177416704.0,0,0.0
technology_revenue_25m,Technology companies with revenue >= $25M,AVT,Technology,Electronics & Computer Distribution,22200754000.0,7145937920.0,0,0.0
technology_revenue_25m,Technology companies with revenue >= $25M,AXTI,Technology,Semiconductor Equipment & Materials,88326000.0,7569462272.0,0,0.0
technology_revenue_25m,Technology companies with revenue >= $25M,BAND,Technology,Software - Infrastructure,753817000.0,1846118016.0,0,0.0
technology_revenue_25m,Technology companies with revenue >= $25M,BEEM,Technology,Solar,28236000.0,33080364.0,0,0.0
technology_revenue_25m,Technology companies with revenue >= $25M,BELFA,Technology,Electronic Components,675455000.0,3125460224.0,0,0.0
technology_revenue_25m,Technology companies with revenue >= $25M,BELFB,Technology,Electronic Components,675455000.0,3939120896.0,0,0.0
technology_revenue_25m,Technology companies with revenue >= $25M,BGIN,Technology,Computer Hardware,67395903.0,326962880.0,0,0.0
technology_revenue_25m,Technology companies with revenue >= $25M,BL,Technology,Software - Application,700427000.0,1590297472.0,0,0.0
technology_revenue_25m,Technology companies with revenue >= $25M,BLKB,Technology,Software - Application,1128365000.0,1396336000.0,1,0.125
technology_revenue_25m,Technology companies with revenue >= $25M,BLZE,Technology,Software - Infrastructure,145835000.0,459112704.0,0,0.0
technology_revenue_25m,Technology companies with revenue >= $25M,BOSC,Technology,Communication Equipment,50569000.0,30243684.0,0,0.0
technology_revenue_25m,Technology companies with revenue >= $25M,BOXL,Technology,Consumer Electronics,109246000.0,3640352.0,0,0.0
technology_revenue_25m,Technology companies with revenue >= $25M,BRAI,Technology,Computer Hardware,73412000.0,2815165184.0,1,0.125
technology_revenue_25m,Technology companies with revenue >= $25M,BRUN,Technology,Software - Infrastructure,26887000.0,2021617536.0,1,0.125
technology_revenue_25m,Technology companies with revenue >= $25M,BRZE,Technology,Software - Application,738182000.0,2611267840.0,0,0.0
technology_revenue_25m,Technology companies with revenue >= $25M,BSY,Technology,Software - Application,1501779000.0,9782253568.0,0,0.0
technology_revenue_25m,Technology companies with revenue >= $25M,BTDR,Technology,Software - Application,620253000.0,4472104448.0,0,0.0
technology_revenue_25m,Technology companies with revenue >= $25M,BULL,Technology,Software - Application,570996806.0,3366412032.0,0,0.0
technology_revenue_25m,Technology companies with revenue >= $25M,BZAI,Technology,Software - Application,38632000.0,226256144.0,0,0.0
technology_revenue_25m,Technology companies with revenue >= $25M,CAMT,Technology,Semiconductor Equipment & Materials,496072000.0,8047653376.0,0,0.0
technology_revenue_25m,Technology companies with revenue >= $25M,CAN,Technology,Computer Hardware,529735000.0,306775072.0,0,0.0
technology_revenue_25m,Technology companies with revenue >= $25M,CBRS,Technology,Semiconductors,509991000.0,53275275264.0,0,0.0
technology_revenue_25m,Technology companies with revenue >= $25M,CCC,Technology,Software - Application,1057001000.0,2688187648.0,0,0.0
technology_revenue_25m,Technology companies with revenue >= $25M,CCSI,Technology,Software - Infrastructure,349696000.0,589102336.0,0,0.0
technology_revenue_25m,Technology companies with revenue >= $25M,CDNS,Technology,Software - Application,5296759000.0,103113809920.0,0,0.0
technology_revenue_25m,Technology companies with revenue >= $25M,CDW,Technology,Information Technology Services,22424100000.0,14839840768.0,0,0.0
technology_revenue_25m,Technology companies with revenue >= $25M,CETX,Technology,Software - Infrastructure,76488088.0,10232087.0,0,0.0
technology_revenue_25m,Technology companies with revenue >= $25M,CEVA,Technology,Semiconductors,109598000.0,1163407104.0,0,0.0
technology_revenue_25m,Technology companies with revenue >= $25M,CGNT,Technology,Software - Infrastructure,400041000.0,765277760.0,0,0.0
technology_revenue_25m,Technology companies with revenue >= $25M,CGNX,Technology,Scientific & Technical Instruments,994359000.0,10985349120.0,0,0.0
technology_revenue_25m,Technology companies with revenue >= $25M,CHKP,Technology,Software - Infrastructure,2725400000.0,13661972480.0,0,0.0
technology_revenue_25m,Technology companies with revenue >= $25M,CHRN,Technology,Information Technology Services,84376000.0,2617177856.0,1,0.125
technology_revenue_25m,Technology companies with revenue >= $25M,CHYM,Technology,Software - Application,2186770000.0,6896446464.0,0,0.0
technology_revenue_25m,Technology companies with revenue >= $25M,CIFR,Technology,Information Technology Services,223942000.0,10058519552.0,0,0.0
technology_revenue_25m,Technology companies with revenue >= $25M,CISO,Technology,Software - Infrastructure,26605998.0,19031600.0,0,0.0
technology_revenue_25m,Technology companies with revenue >= $25M,CLBT,Technology,Software - Infrastructure,475675000.0,3292605696.0,0,0.0
technology_revenue_25m,Technology companies with revenue >= $25M,CLFD,Technology,Communication Equipment,150134000.0,634627776.0,0,0.0
technology_revenue_25m,Technology companies with revenue >= $25M,CLMB,Technology,Electronics & Computer Distribution,652517000.0,386635808.0,0,0.0
technology_revenue_25m,Technology companies with revenue >= $25M,CLPS,Technology,Information Technology Services,142812726.0,26365254.0,0,0.0
technology_revenue_25m,Technology companies with revenue >= $25M,CMRC,Technology,Software - Application,342349000.0,254137696.0,0,0.0
technology_revenue_25m,Technology companies with revenue >= $25M,CMTL,Technology,Communication Equipment,499528000.0,170971184.0,0,0.0
technology_revenue_25m,Technology companies with revenue >= $25M,CNDT,Technology,Information Technology Services,3042000000.0,277623296.0,0,0.0
technology_revenue_25m,Technology companies with revenue >= $25M,CNXC,Technology,Information Technology Services,9825771000.0,1615407744.0,0,0.0
technology_revenue_25m,Technology companies with revenue >= $25M,CNXN,Technology,Electronics & Computer Distribution,2872746000.0,1714109824.0,0,0.0
technology_revenue_25m,Technology companies with revenue >= $25M,COHU,Technology,Semiconductor Equipment & Materials,452956000.0,2549827584.0,0,0.0
technology_revenue_25m,Technology companies with revenue >= $25M,CORZ,Technology,Software - Infrastructure,319019000.0,8824495104.0,0,0.0
technology_revenue_25m,Technology companies with revenue >= $25M,CPSH,Technology,Electronic Components,32596314.0,199877312.0,0,0.0
technology_revenue_25m,Technology companies with revenue >= $25M,CRCT,Technology,Computer Hardware,708780000.0,866881408.0,0,0.0
technology_revenue_25m,Technology companies with revenue >= $25M,CRDO,Technology,Semiconductors,436775000.0,41012445184.0,0,0.0
technology_revenue_25m,Technology companies with revenue >= $25M,CREX,Technology,Software - Application,57232000.0,38095000.0,0,0.0
technology_revenue_25m,Technology companies with revenue >= $25M,CRNC,Technology,Software - Application,251781000.0,536379264.0,0,0.0
technology_revenue_25m,Technology companies with revenue >= $25M,CRNT,Technology,Communication Equipment,338728000.0,259955968.0,0,0.0
technology_revenue_25m,Technology companies with revenue >= $25M,CRSR,Technology,Computer Hardware,1472480000.0,1277242368.0,0,0.0
technology_revenue_25m,Technology companies with revenue >= $25M,CRUS,Technology,Semiconductors,1997379000.0,8818115584.0,0,0.0
technology_revenue_25m,Technology companies with revenue >= $25M,CRWD,Technology,Software - Infrastructure,4812005000.0,170794008576.0,0,0.0
technology_revenue_25m,Technology companies with revenue >= $25M,CRWV,Technology,Software - Infrastructure,5131000000.0,58299650048.0,0,0.0
technology_revenue_25m,Technology companies with revenue >= $25M,CSCO,Technology,Communication Equipment,56654000000.0,467611811840.0,0,0.0
technology_revenue_25m,Technology companies with revenue >= $25M,CSIQ,Technology,Solar,5595107000.0,1373966720.0,0,0.0
technology_revenue_25m,Technology companies with revenue >= $25M,CSPI,Technology,Information Technology Services,58730000.0,97898352.0,0,0.0
technology_revenue_25m,Technology companies with revenue >= $25M,CTSH,Technology,Information Technology Services,21108000000.0,25471049728.0,0,0.0
technology_revenue_25m,Technology companies with revenue >= $25M,CURR,Technology,Software - Application,37813321.0,358179232.0,1,0.125
technology_revenue_25m,Technology companies with revenue >= $25M,CVLT,Technology,Software - Application,1183690000.0,4567682048.0,0,0.0
technology_revenue_25m,Technology companies with revenue >= $25M,DAKT,Technology,Electronic Components,756477000.0,1005180032.0,0,0.0
technology_revenue_25m,Technology companies with revenue >= $25M,DAVE,Technology,Software - Application,554182000.0,3417843968.0,0,0.0
technology_revenue_25m,Technology companies with revenue >= $25M,DBX,Technology,Software - Infrastructure,2521000000.0,6110144512.0,0,0.0
technology_revenue_25m,Technology companies with revenue >= $25M,DCBO,Technology,Software - Application,242687000.0,457141568.0,0,0.0
technology_revenue_25m,Technology companies with revenue >= $25M,DDOG,Technology,Software - Application,3427158000.0,80176472064.0,0,0.0
technology_revenue_25m,Technology companies with revenue >= $25M,DGII,Technology,Communication Equipment,430221000.0,2572044032.0,0,0.0
technology_revenue_25m,Technology companies with revenue >= $25M,DIOD,Technology,Semiconductors,1482073000.0,5048866816.0,0,0.0
technology_revenue_25m,Technology companies with revenue >= $25M,DJCO,Technology,Software - Application,87700000.0,715051520.0,0,0.0
technology_revenue_25m,Technology companies with revenue >= $25M,DLO,Technology,Software - Infrastructure,1093587000.0,3434120704.0,0,0.0
technology_revenue_25m,Technology companies with revenue >= $25M,DMRC,Technology,Software - Application,33913000.0,334074496.0,0,0.0
technology_revenue_25m,Technology companies with revenue >= $25M,DOCU,Technology,Software - Application,3219500000.0,9632967680.0,0,0.0
technology_revenue_25m,Technology companies with revenue >= $25M,DOMO,Technology,Software - Application,318857000.0,176070960.0,0,0.0
technology_revenue_25m,Technology companies with revenue >= $25M,DOX,Technology,Software - Infrastructure,4532913000.0,6545010688.0,0,0.0
technology_revenue_25m,Technology companies with revenue >= $25M,DSGX,Technology,Software - Application,728992000.0,6166123520.0,0,0.0
technology_revenue_25m,Technology companies with revenue >= $25M,DSP,Technology,Software - Application,344201000.0,760523264.0,0,0.0
technology_revenue_25m,Technology companies with revenue >= $25M,DSWL,Technology,Electronic Components,67610000.0,53861108.0,2,0.25
technology_revenue_25m,Technology companies with revenue >= $25M,DTSS,Technology,Software - Infrastructure,71616820.0,8253251.0,0,0.0
technology_revenue_25m,Technology companies with revenue >= $25M,DUOL,Technology,Software - Application,1037589000.0,5063273984.0,0,0.0
technology_revenue_25m,Technology companies with revenue >= $25M,DUOT,Technology,Software - Application,27023651.0,429295584.0,0,0.0
technology_revenue_25m,Technology companies with revenue >= $25M,DVLT,Technology,Software - Infrastructure,39089000.0,425299872.0,0,0.0
technology_revenue_25m,Technology companies with revenue >= $25M,EEFT,Technology,Software - Infrastructure,4244200000.0,2687340288.0,0,0.0
technology_revenue_25m,Technology companies with revenue >= $25M,EGAN,Technology,Software - Application,88431000.0,199836592.0,1,0.125
technology_revenue_25m,Technology companies with revenue >= $25M,EGHT,Technology,Software - Application,735752000.0,295086624.0,0,0.0
technology_revenue_25m,Technology companies with revenue >= $25M,ELTK,Technology,Electronic Components,51790000.0,62024000.0,0,0.0
technology_revenue_25m,Technology companies with revenue >= $25M,ENPH,Technology,Solar,1472985000.0,9159976960.0,0,0.0
technology_revenue_25m,Technology companies with revenue >= $25M,ENTG,Technology,Semiconductor Equipment & Materials,3196600000.0,21084411904.0,0,0.0
technology_revenue_25m,Technology companies with revenue >= $25M,ERIC,Technology,Communication Equipment,236681000000.0,42342473728.0,0,0.0
technology_revenue_25m,Technology companies with revenue >= $25M,EVCM,Technology,Software - Application,588907000.0,1962383360.0,0,0.0
technology_revenue_25m,Technology companies with revenue >= $25M,EXFY,Technology,Software - Application,142101000.0,111868216.0,0,0.0
technology_revenue_25m,Technology companies with revenue >= $25M,EXLS,Technology,Information Technology Services,2087679000.0,4447511040.0,0,0.0
technology_revenue_25m,Technology companies with revenue >= $25M,EXTR,Technology,Communication Equipment,1140067000.0,3427693568.0,0,0.0
technology_revenue_25m,Technology companies with revenue >= $25M,FEBO,Technology,Consumer Electronics,85023000.0,9679688.0,0,0.0
technology_revenue_25m,Technology companies with revenue >= $25M,FEIM,Technology,Communication Equipment,69811000.0,744049664.0,0,0.0
technology_revenue_25m,Technology companies with revenue >= $25M,FFIV,Technology,Software - Infrastructure,3088072000.0,21632831488.0,0,0.0
technology_revenue_25m,Technology companies with revenue >= $25M,FIVN,Technology,Software - Infrastructure,1149088000.0,1747955712.0,0,0.0
technology_revenue_25m,Technology companies with revenue >= $25M,FKWL,Technology,Communication Equipment,46086901.0,35117156.0,0,0.0
technology_revenue_25m,Technology companies with revenue >= $25M,FLEX,Technology,Electronic Components,27914000000.0,53069844480.0,0,0.0
technology_revenue_25m,Technology companies with revenue >= $25M,FLYW,Technology,Software - Infrastructure,623025000.0,1956173440.0,0,0.0
technology_revenue_25m,Technology companies with revenue >= $25M,FORM,Technology,Semiconductor Equipment & Materials,784993000.0,10151270400.0,0,0.0
technology_revenue_25m,Technology companies with revenue >= $25M,FORTY,Technology,Information Technology Services,2627124000.0,2032456704.0,1,0.125
technology_revenue_25m,Technology companies with revenue >= $25M,FROG,Technology,Software - Application,531840000.0,8813882368.0,0,0.0
technology_revenue_25m,Technology companies with revenue >= $25M,FRSH,Technology,Software - Application,838809000.0,2487907584.0,0,0.0
technology_revenue_25m,Technology companies with revenue >= $25M,FSLR,Technology,Solar,5219376000.0,32599201792.0,0,0.0
technology_revenue_25m,Technology companies with revenue >= $25M,FSLY,Technology,Software - Application,624018000.0,2651110144.0,0,0.0
technology_revenue_25m,Technology companies with revenue >= $25M,FTCI,Technology,Solar,99687000.0,88189176.0,0,0.0
technology_revenue_25m,Technology companies with revenue >= $25M,FTNT,Technology,Software - Infrastructure,6799600000.0,95024496640.0,0,0.0
technology_revenue_25m,Technology companies with revenue >= $25M,GAUZ,Technology,Electronic Components,103527000.0,11817548.0,0,0.0
technology_revenue_25m,Technology companies with revenue >= $25M,GCT,Technology,Software - Infrastructure,1289897000.0,1378554368.0,0,0.0
technology_revenue_25m,Technology companies with revenue >= $25M,GDS,Technology,Information Technology Services,11432274000.0,7059303424.0,0,0.0
technology_revenue_25m,Technology companies with revenue >= $25M,GDYN,Technology,Information Technology Services,411827000.0,616324032.0,0,0.0
technology_revenue_25m,Technology companies with revenue >= $25M,GEN,Technology,Software - Infrastructure,5000000000.0,14789750784.0,0,0.0
technology_revenue_25m,Technology companies with revenue >= $25M,GFS,Technology,Semiconductors,6791000000.0,44218818560.0,0,0.0
technology_revenue_25m,Technology companies with revenue >= $25M,GILT,Technology,Communication Equipment,451657000.0,1345646976.0,0,0.0
technology_revenue_25m,Technology companies with revenue >= $25M,GLOO,Technology,Software - Application,94660000.0,433478912.0,1,0.125
technology_revenue_25m,Technology companies with revenue >= $25M,GMM,Technology,Information Technology Services,55941283.0,7735208.0,0,0.0
technology_revenue_25m,Technology companies with revenue >= $25M,GNSS,Technology,Scientific & Technical Instruments,40757000.0,97004480.0,0,0.0
technology_revenue_25m,Technology companies with revenue >= $25M,GPRO,Technology,Consumer Electronics,651542000.0,208599232.0,0,0.0
technology_revenue_25m,Technology companies with revenue >= $25M,GRAB,Technology,Software - Application,3370000000.0,14478599168.0,0,0.0
technology_revenue_25m,Technology companies with revenue >= $25M,GRRR,Technology,Software - Infrastructure,101360657.0,490579456.0,0,0.0
technology_revenue_25m,Technology companies with revenue >= $25M,GTLB,Technology,Software - Infrastructure,955224000.0,4716032000.0,0,0.0
technology_revenue_25m,Technology companies with revenue >= $25M,GTM,Technology,Software - Application,1249500000.0,946044928.0,0,0.0
technology_revenue_25m,Technology companies with revenue >= $25M,HCKT,Technology,Information Technology Services,305626000.0,286397664.0,0,0.0
technology_revenue_25m,Technology companies with revenue >= $25M,HIMX,Technology,Semiconductors,832173000.0,3631547648.0,0,0.0
technology_revenue_25m,Technology companies with revenue >= $25M,HIT,Technology,Software - Application,33327511.0,64067412.0,0,0.0
technology_revenue_25m,Technology companies with revenue >= $25M,HLIT,Technology,Communication Equipment,360523000.0,1844439296.0,0,0.0
technology_revenue_25m,Technology companies with revenue >= $25M,HOLO,Technology,Electronic Components,403686223.0,52011056.0,0,0.0
technology_revenue_25m,Technology companies with revenue >= $25M,HPAI,Technology,Software - Infrastructure,34856807.0,33995160.0,0,0.0
technology_revenue_25m,Technology companies with revenue >= $25M,HUBC,Technology,Software - Infrastructure,29562000.0,141025.0,0,0.0
technology_revenue_25m,Technology companies with revenue >= $25M,IBEX,Technology,Information Technology Services,558273000.0,426577248.0,0,0.0
technology_revenue_25m,Technology companies with revenue >= $25M,ICG,Technology,Semiconductors,220864000.0,59497692.0,0,0.0
technology_revenue_25m,Technology companies with revenue >= $25M,ICHR,Technology,Semiconductor Equipment & Materials,947652000.0,2445923840.0,0,0.0
technology_revenue_25m,Technology companies with revenue >= $25M,IDCC,Technology,Software - Application,834015000.0,6480641024.0,0,0.0
technology_revenue_25m,Technology companies with revenue >= $25M,III,Technology,Information Technology Services,244725000.0,216711920.0,0,0.0
technology_revenue_25m,Technology companies with revenue >= $25M,IIIV,Technology,Software - Infrastructure,213158000.0,560026816.0,0,0.0
technology_revenue_25m,Technology companies with revenue >= $25M,IMMR,Technology,Software - Application,1555876000.0,212835904.0,0,0.0
technology_revenue_25m,Technology companies with revenue >= $25M,IMOS,Technology,Semiconductors,23932900000.0,2329302784.0,1,0.125
technology_revenue_25m,Technology companies with revenue >= $25M,IMXI,Technology,Software - Infrastructure,607776000.0,450213600.0,0,0.0
technology_revenue_25m,Technology companies with revenue >= $25M,INDI,Technology,Semiconductors,217394000.0,1128281088.0,0,0.0
technology_revenue_25m,Technology companies with revenue >= $25M,INOD,Technology,Information Technology Services,251663000.0,3244309760.0,0,0.0
technology_revenue_25m,Technology companies with revenue >= $25M,INSG,Technology,Communication Equipment,166188000.0,214038688.0,0,0.0
technology_revenue_25m,Technology companies with revenue >= $25M,INTA,Technology,Software - Application,504120000.0,1587468800.0,0,0.0
technology_revenue_25m,Technology companies with revenue >= $25M,INTC,Technology,Semiconductors,52853000000.0,607593103360.0,0,0.0
technology_revenue_25m,Technology companies with revenue >= $25M,INTU,Technology,Software - Application,18831000000.0,85617082368.0,0,0.0
technology_revenue_25m,Technology companies with revenue >= $25M,IPGP,Technology,Semiconductor Equipment & Materials,1003777000.0,4980758528.0,0,0.0
technology_revenue_25m,Technology companies with revenue >= $25M,ITRI,Technology,Scientific & Technical Instruments,2367194000.0,3706326016.0,0,0.0
technology_revenue_25m,Technology companies with revenue >= $25M,ITRN,Technology,Scientific & Technical Instruments,359023000.0,1285184640.0,0,0.0
technology_revenue_25m,Technology companies with revenue >= $25M,IZM,Technology,Electronics & Computer Distribution,177933890.0,4506791.0,0,0.0
technology_revenue_25m,Technology companies with revenue >= $25M,JFU,Technology,Information Technology Services,289880000.0,37203736.0,1,0.125
technology_revenue_25m,Technology companies with revenue >= $25M,JG,Technology,Software - Application,374847000.0,35045436.0,0,0.0
technology_revenue_25m,Technology companies with revenue >= $25M,JKHY,Technology,Information Technology Services,2375288000.0,9678537728.0,1,0.125
technology_revenue_25m,Technology companies with revenue >= $25M,JZ,Technology,Information Technology Services,70179033.0,34487324.0,0,0.0
technology_revenue_25m,Technology companies with revenue >= $25M,KARO,Technology,Software - Application,5479120000.0,1471756800.0,1,0.125
technology_revenue_25m,Technology companies with revenue >= $25M,KC,Technology,Software - Application,9558619000.0,3778045184.0,0,0.0
technology_revenue_25m,Technology companies with revenue >= $25M,KEEL,Technology,Information Technology Services,229276000.0,3393517056.0,1,0.125
technology_revenue_25m,Technology companies with revenue >= $25M,KLAC,Technology,Semiconductor Equipment & Materials,12156162000.0,251801534464.0,0,0.0
technology_revenue_25m,Technology companies with revenue >= $25M,KLIC,Technology,Semiconductor Equipment & Materials,654081000.0,5481868800.0,0,0.0
technology_revenue_25m,Technology companies with revenue >= $25M,KLTR,Technology,Software - Application,180854000.0,228569600.0,0,0.0
technology_revenue_25m,Technology companies with revenue >= $25M,KOPN,Technology,Electronic Components,38465639.0,1106667904.0,0,0.0
technology_revenue_25m,Technology companies with revenue >= $25M,KPLT,Technology,Software - Infrastructure,291761000.0,29495710.0,0,0.0
technology_revenue_25m,Technology companies with revenue >= $25M,KSPI,Technology,Software - Infrastructure,4027824000000.0,17634531328.0,0,0.0
technology_revenue_25m,Technology companies with revenue >= $25M,KTCC,Technology,Computer Hardware,467871000.0,35835592.0,0,0.0
technology_revenue_25m,Technology companies with revenue >= $25M,LASR,Technology,Semiconductors,261330000.0,4464749568.0,0,0.0
technology_revenue_25m,Technology companies with revenue >= $25M,LEDS,Technology,Semiconductors,43009000.0,19488060.0,0,0.0
technology_revenue_25m,Technology companies with revenue >= $25M,LFUS,Technology,Electronic Components,2386294000.0,11976824832.0,0,0.0
technology_revenue_25m,Technology companies with revenue >= $25M,LHSW,Technology,Software - Infrastructure,36539846.0,9453600.0,0,0.0
technology_revenue_25m,Technology companies with revenue >= $25M,LIF,Technology,Software - Application,489481000.0,3364840960.0,0,0.0
